dispnum,ccode1,ccode2,year,sidea1,sidea2,revstate1,revstate2,revtype11,revtype12,revtype21,revtype22,fatality1,fatality2,fatalpre1,fatalpre2,hiact1,hiact2,hostlev1,hostlev2,orig1,orig2,midongoing,midonset,hiact,hostlev,mindur,maxdur,outcome,settle,fatality,fatalpre,stmon,endmon,version
200,200,365,1956,0,1,0,0,0,0,-9,-9,-9,0,-9,0,20,1,5,2,0,0,1,1,20,5,432,432,2,2,6,-9,9,11,gml-2.0
200,200,651,1956,0,1,0,1,0,2,-9,-9,-9,6,-9,-9,20,20,5,5,0,1,1,1,20,5,432,432,2,2,6,-9,9,11,gml-2.0
200,220,365,1956,0,1,0,0,0,0,-9,-9,-9,0,-9,0,20,1,5,2,0,0,1,1,20,5,432,432,2,2,6,-9,9,11,gml-2.0
200,220,651,1956,0,1,0,1,0,2,-9,-9,-9,6,-9,-9,20,20,5,5,0,1,1,1,20,5,432,432,2,2,6,-9,9,11,gml-2.0
200,365,666,1956,1,0,0,0,0,0,-9,-9,0,6,0,-9,1,20,2,5,0,1,1,1,20,5,432,432,2,2,6,-9,9,11,gml-2.0
200,651,666,1955,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,432,432,2,2,6,-9,9,11,gml-2.0
200,651,666,1956,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,432,432,2,2,6,-9,9,11,gml-2.0
202,220,710,1883,0,1,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,787,787,2,1,6,-9,4,6,gml-2.0
202,220,710,1884,0,1,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,787,787,2,1,6,-9,4,6,gml-2.0
202,220,710,1885,0,1,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,787,787,2,1,6,-9,4,6,gml-2.0
203,710,750,1959,0,1,1,1,1,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,17,4,854,883,5,3,-9,-9,6,10,gml-2.0
203,710,750,1960,0,1,1,1,1,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,854,883,5,3,-9,-9,6,10,gml-2.0
203,710,750,1961,0,1,1,1,1,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,17,4,854,883,5,3,-9,-9,6,10,gml-2.0
207,2,200,1858,0,1,1,0,2,0,-9,-9,0,0,0,0,7,16,3,4,1,1,1,1,16,4,100,127,3,3,0,0,2,6,gml-2.0
208,2,200,1953,0,1,0,0,0,0,-9,-9,0,1,0,-9,7,7,3,3,1,0,1,1,16,4,21,21,5,3,1,-9,3,3,gml-2.0
208,2,315,1953,0,1,0,0,0,0,-9,-9,0,0,0,0,7,16,3,4,1,1,1,1,16,4,21,21,5,3,1,-9,3,3,gml-2.0
208,2,365,1953,0,1,0,0,0,0,-9,-9,0,0,0,0,7,16,3,4,1,0,1,1,16,4,21,21,5,3,1,-9,3,3,gml-2.0
210,230,235,1936,0,1,0,0,0,0,-9,-9,-9,6,-9,-9,16,16,4,4,1,0,1,1,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,235,1937,0,1,0,0,0,0,-9,-9,-9,6,-9,-9,16,16,4,4,1,0,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,235,1938,0,1,0,0,0,0,-9,-9,-9,6,-9,-9,16,16,4,4,1,0,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,235,1939,0,1,0,0,0,0,-9,-9,-9,6,-9,-9,16,16,4,4,1,0,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,255,1936,0,1,0,1,0,3,-9,-9,-9,4,-9,-9,16,16,4,4,1,1,1,1,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,255,1937,0,1,0,1,0,3,-9,-9,-9,4,-9,-9,16,16,4,4,1,1,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,255,1938,0,1,0,1,0,3,-9,-9,-9,4,-9,-9,16,16,4,4,1,1,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,255,1939,0,1,0,1,0,3,-9,-9,-9,4,-9,-9,16,16,4,4,1,1,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,325,1936,0,1,0,1,0,3,-9,-9,-9,6,-9,-9,16,16,4,4,1,1,1,1,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,325,1937,0,1,0,1,0,3,-9,-9,-9,6,-9,-9,16,16,4,4,1,1,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,325,1938,0,1,0,1,0,3,-9,-9,-9,6,-9,-9,16,16,4,4,1,1,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
210,230,325,1939,0,1,0,1,0,3,-9,-9,-9,6,-9,-9,16,16,4,4,1,1,1,0,16,4,974,974,1,2,6,-9,7,3,gml-2.0
211,211,255,1920,1,0,0,0,0,0,-9,-9,0,0,0,0,3,7,2,3,0,1,1,1,14,4,109,109,2,2,0,0,3,7,gml-2.0
211,220,255,1920,1,0,1,0,2,0,-9,-9,0,0,0,0,14,7,4,3,1,1,1,1,14,4,109,109,2,2,0,0,3,7,gml-2.0
212,200,220,1888,0,1,0,1,0,2,-9,-9,0,0,0,0,7,7,3,3,1,1,1,1,7,3,-28,28,5,3,0,0,2,2,gml-2.0
212,220,300,1888,1,0,1,0,2,0,-9,-9,0,0,0,0,7,7,3,3,1,0,1,1,7,3,-28,28,5,3,0,0,2,2,gml-2.0
212,220,325,1888,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,-28,28,5,3,0,0,2,2,gml-2.0
220,2,710,1870,1,0,0,0,0,0,-9,-9,0,0,0,0,7,10,3,3,0,1,1,1,10,3,72,72,4,3,0,0,7,10,gml-2.0
220,200,710,1870,1,0,0,0,0 Not applicable,0,-9 Missing,-9,0,0,0,0,7,10,3,3,0,1,1,1,10,3,72,72,4,3,0,0,7,10,gml-2.0
220,220,710,1870,1,0,1,0,2,0,-9,-9,0,0,0,0,7,10,3,3,1,1,1,1,10,3,72,72,4,3,0,0,7,10,gml-2.0
224,200,740,1865,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,20,20,4,3,0,0,11,11,gml-2.0
224,210,740,1865,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,20,20,4,3,0,0,11,11,gml-2.0
224,220,740,1865,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,20,20,4,3,0,0,11,11,gml-2.0
225,2,200,1861,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,15,4,50,50,7,1,0,0,11,12,gml-2.0
227,200,365,1861,0,1,0,1,0,1,-9,-9,0,0,0,0,7,17,3,4,0,1,1,1,17,4,190,190,3,3,2,-9,3,9,gml-2.0
227,365,740,1861,1,0,1,0,1,0,-9,-9,0,2,0,-9,17,17,4,4,1,1,1,1,17,4,190,190,3,3,2,-9,3,9,gml-2.0
228,220,640,1881,0,1,0,1,0,2,-9,-9,0,0,0,0,1,7,2,3,1,1,1,1,14,3,42,72,3,2,0,0,3,5,gml-2.0
230,325,640,1919,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,14,16,4,4,1,1,1,1,16,4,711,711,2,1,-9,-9,4,3,gml-2.0
230,325,640,1920,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,14,16,4,4,1,1,1,0,16,4,711,711,2,1,-9,-9,4,3,gml-2.0
230,325,640,1921,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,14,16,4,4,1,1,1,0,16,4,711,711,2,1,-9,-9,4,3,gml-2.0
231,300,337,1849,1,0,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,1,1,1,16,4,-25,4,4,2,0,0,4,4,gml-2.0
235,200,220,1940,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,17,21,4,5,1,1,1,1,21,5,4,4,9,3,-9,-9,7,7,gml-2.0
236,200,365,1849,1,0,0,1,0,2,-9,-9,0,0,0,0,7,1,3,2,1,1,1,1,7,3,38,38,4,3,0,0,10,11,gml-2.0
236,220,365,1849,1,0,0,1,0,2,-9,-9,0,0,0,0,7,1,3,2,1,1,1,1,7,3,38,38,4,3,0,0,10,11,gml-2.0
236,365,640,1849,0,1,1,0,2,0,-9,-9,0,0,0,0,1,0,2,1,1,0,1,1,7,3,38,38,4,3,0,0,10,11,gml-2.0
237,200,255,1899,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,17,17,7,1,0,0,12,1,gml-2.0
237,200,255,1900,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,1,0,15,4,17,17,7,1,0,0,12,1,gml-2.0
238,90,200,1913,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,0,0,1,3,0,0,5,5,gml-2.0
241,200,365,1923,0,1,0,1,0,2,-9,-9,0,0,0,0,7,15,3,4,1,1,1,1,15,4,74,74,7,1,0,0,3,6,gml-2.0
242,200,365,1904,0,1,1,0,2,0,-9,-9,0,0,0,0,8,16,3,4,1,1,1,1,16,4,35,35,3,1,0,0,10,11,gml-2.0
246,2,40,1960,0,1,1,0,3,0,-9,-9,0,0,0,0,7,16,3,4,1,1,1,1,16,4,323,353,5,3,0,0,5,4,gml-2.0
246,2,40,1961,0,1,1,0,3,0,-9,-9,0,0,0,0,7,16,3,4,1,1,1,0,16,4,323,353,5,3,0,0,5,4,gml-2.0
246,2,365,1960,0,1,1,0,3,0,-9,-9,0,0,0,0,7,1,3,2,1,0,1,1,16,4,323,353,5,3,0,0,5,4,gml-2.0
246,2,365,1961,0,1,1,0,3,0,-9,-9,0,0,0,0,7,1,3,2,1,0,1,0,16,4,323,353,5,3,0,0,5,4,gml-2.0
247,42,210,1905,0,1,0,1,0,2 Policy,-9,-9 Missing,0,0,0,0,0,7,1,3,1,1,1,1,7,3,18,18,4,1,0,0,1,1,gml-2.0
247,42,220,1905,0,1,0,1,0,2 Policy,-9,-9 Missing,0,0,0,0,0,7,1,3,1,1,1,1,7,3,18,18,4,1,0,0,1,1,gml-2.0
247,42,255,1905,0,1,0,1,0,2 Policy,-9,-9 Missing,0,0,0,0,0,7,1,3,1,1,1,1,7,3,18,18,4,1,0,0,1,1,gml-2.0
247,42,325,1905,0,1,0,1,0,2 Policy,-9,-9 Missing,0,0,0,0,0,7,1,3,1,1,1,1,7,3,18,18,4,1,0,0,1,1,gml-2.0
248,2,740,1932,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,96,96,6,1,0,0,1,5,gml-2.0
248,200,740,1932,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,96,96,6,1,0,0,1,5,gml-2.0
249,2,93,1910,1,0,1,0,3,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,-30,30,5,3,0,0,5,5,gml-2.0
252,2,365,1946,0,1,0,1,0,1,-9,-9,0,0,0,0,7,7,3,3,0,1,1,1,10,3,304,304,5,3,0,0,12,10,gml-2.0
252,365,640,1945,1,0,1,0,1,0,-9,-9,0,0,0,0,7,10,3,3,1,1,1,1,10,3,304,304,5,3,0,0,12,10,gml-2.0
252,365,640,1946,1,0,1,0,1,0,-9,-9,0,0,0,0,7,10,3,3,1,1,1,0,10,3,304,304,5,3,0,0,12,10,gml-2.0
253,2,365,1960,1,0,0,1,0,2,-9,-9,0,0,0,0,7,16,3,4,1,1,1,1,16,4,83,83,7,1,1,0,4,7,gml-2.0
253,365,385,1960,0,1,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,0,1,1,16,4,83,83,7,1,1,0,4,7,gml-2.0
253,365,640,1960,0,1,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,0,1,1,16,4,83,83,7,1,1,0,4,7,gml-2.0
253,365,740,1960,0,1,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,0,1,1,16,4,83,83,7,1,1,0,4,7,gml-2.0
253,365,770,1960,0,1,1,0,2,0,-9,-9,0,0,0,0,16,0,4,1,1,0,1,1,16,4,83,83,7,1,1,0,4,7,gml-2.0
254,101,200,1902,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,1,1,1,16,4,205,205,6,1,-9,-9,7,2,gml-2.0
254,101,200,1903,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,1,1,0,16,4,205,205,6,1,-9,-9,7,2,gml-2.0
254,101,255,1902,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,0,1,1,16,4,205,205,6,1,-9,-9,7,2,gml-2.0
254,101,255,1903,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,0,1,0,16,4,205,205,6,1,-9,-9,7,2,gml-2.0
254,101,325,1902,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,13,4,4,1,0,1,1,16,4,205,205,6,1,-9,-9,7,2,gml-2.0
254,101,325,1903,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,13,4,4,1,0,1,0,16,4,205,205,6,1,-9,-9,7,2,gml-2.0
256,2,230,1873,0,1,0,1,0,2,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,48,48,7,1,0,0,10,12,gml-2.0
256,200,230,1873,0,1,0,1,0,2,-9,-9,0,0,0,0,7,15,3,4,0,1,1,1,15,4,48,48,7,1,0,0,10,12,gml-2.0
257,2,255,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,255,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,300,1917,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,300,1918,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,355,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,355,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,640,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,2,640,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,255,1914,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,255,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,255,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,255,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,255,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,300,1914,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,300,1915,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,300,1916,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,300,1917,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,300,1918,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,355,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,355,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,355,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,355,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,640,1914,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,640,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,640,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,640,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,200,640,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,255,1914,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,255,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,255,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,255,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,255,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,300,1914,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,300,1915,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,300,1916,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,300,1917,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,300,1918,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,355,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,355,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,355,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,355,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,640,1914,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,640,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,640,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,640,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,211,640,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,255,1914,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,255,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,255,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,255,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,255,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,300,1914,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,300,1915,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,300,1916,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,300,1917,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,300,1918,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,355,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,355,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,355,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,355,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,640,1914,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,640,1915,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,640,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,640,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,220,640,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,255,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,255,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,255,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,300,1916,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,300,1917,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,300,1918,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,355,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,355,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,355,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,640,1916,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,640,1917,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,235,640,1918,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,325,1915,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,325,1916,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,325,1917,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,325,1918,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,345,1914,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,345,1915,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,345,1916,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
257,255,345,1917,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1572,1572,2,2,6,-9,7,11,gml-2.0
