dispnum,ccode1,ccode2,year,sidea1,sidea2,revstate1,revstate2,revtype11,revtype12,revtype21,revtype22,fatality1,fatality2,fatalpre1,fatalpre2,hiact1,hiact2,hostlev1,hostlev2,orig1,orig2,midongoing,midonset,hiact,hostlev,mindur,maxdur,outcome,settle,fatality,fatalpre,stmon,endmon,version
1423,520,530,1960,0,1,1,0,1,0,-9,-9,0,0,0,0,17,17,4,4,1,1,1,1,16,4,390,390,6,1,0,0,8,9,gml-2.0
1423,520,530,1961,0,1,1,0,1,0,-9,-9,0,0,0,0,17,17,4,4,1,1,1,0,16,4,390,390,6,1,0,0,8,9,gml-2.0
1425,520,530,1963,1,0,1,0,1,0,-9,-9,3,2,-9,-9,17,17,4,4,1,1,1,1,17,4,155,155,5,1,3,-9,11,4,gml-2.0
1425,520,530,1964,1,0,1,0,1,0,-9,-9,3,2,-9,-9,17,17,4,4,1,1,1,0,17,4,155,155,5,1,3,-9,11,4,gml-2.0
1426,200,520,1963,1,0,0,1,0 Not applicable,1,-9 Missing,-9,-9,-9,-9,-9,7,0,3,1,1,1,1,1,17,4,-272,-272,5,1,-9,-9,12,3,gml-2.0
1426,501,520,1963,1,0,0,1,0,1,-9,-9,-9,-9,-9,-9,8,0,3,1,1,1,1,1,17,4,-272,-272,5,1,-9,-9,12,3,gml-2.0
1427,520,530,1974,1,0,1,0,1,0,-9,-9,1,1,-9,-9,11,15,3,4,1,1,1,1,15,4,2,2,7,1,0,0,5,5,gml-2.0
1428,520,530,1975,1,0,1,0,1,0,-9,-9,1,1,-9,-9,17,17,4,4,1,1,1,1,10,3,-11,19,5,3,0,0,12,12,gml-2.0
1430,541,552,1975,1,0,1,0,3,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,18,4,780,780,5,3,-9,-9,10,11,gml-2.0
1430,541,552,1976,1,0,1,0,3,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,18,4,780,780,5,3,-9,-9,10,11,gml-2.0
1430,541,552,1977,1,0,1,0,3,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,0,18,4,780,780,5,3,-9,-9,10,11,gml-2.0
1430,551,552,1976,1,0,0,0,0,0,-9,-9,0,-9,0,-9,18,17,4,4,0,1,1,1,18,4,780,780,5,3,-9,-9,10,11,gml-2.0
1430,551,552,1977,1,0,0,0,0,0,-9,-9,0,-9,0,-9,18,17,4,4,0,1,1,0,18,4,780,780,5,3,-9,-9,10,11,gml-2.0
1435,811,816,1975,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,1344,1344,1,2,6,-9,5,1,gml-2.0
1435,811,816,1976,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1344,1344,1,2,6,-9,5,1,gml-2.0
1435,811,816,1977,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1344,1344,1,2,6,-9,5,1,gml-2.0
1435,811,816,1978,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1344,1344,1,2,6,-9,5,1,gml-2.0
1435,811,816,1979,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1344,1344,1,2,6,-9,5,1,gml-2.0
1441,40,490,1975,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,0,1,1,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,490,1976,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,0,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,490,1977,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,0,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,490,1978,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,0,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,551,1976,0,1,0,1,0,3,-9,-9,6,0,-9,0,17,7,4,3,1,0,1,1,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1975,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,1,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1976,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1977,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1978,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1979,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1980,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1981,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1982,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1983,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1984,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1985,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1986,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1987,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,40,560,1988,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,1,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,490,540,1975,1,0,1,0,3,0,-9,-9,2,6,-9,-9,17,17,4,4,0,0,1,1,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,490,540,1976,1,0,1,0,3,0,-9,-9,2,6,-9,-9,17,17,4,4,0,0,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,490,540,1977,1,0,1,0,3,0,-9,-9,2,6,-9,-9,17,17,4,4,0,0,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,490,540,1978,1,0,1,0,3,0,-9,-9,2,6,-9,-9,17,17,4,4,0,0,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,551,1976,0,1,0,1,0,3,-9,-9,6,0,-9,0,17,7,4,3,0,0,1,1,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1975,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,1,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1976,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1977,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1978,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1979,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1980,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1981,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1982,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1983,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1984,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1985,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1986,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1987,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1441,540,560,1988,0,1,0,1,0,3,-9,-9,6,2,-9,-9,17,17,4,4,0,1,1,0,17,4,4748,4778,6,1,6,-9,8,8,gml-2.0
1447,750,770,1971,0,1,1,0,3,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,258,258,2,1,6,-9,4,12,gml-2.0
1448,290,713,1954,0,1,0,0,0,0,-9,-9,0,0,0,0,0,15,1,4,0,1,1,1,15,4,152,182,5,3,0,0,5,10,gml-2.0
1450,235,850,1975,0,1,0,1,0,1,-9,-9,0,0,0,0,17,17,4,4,1,1,1,1,17,4,324,324,7,3,0,0,9,7,gml-2.0
1450,235,850,1976,0,1,0,1,0,1,-9,-9,0,0,0,0,17,17,4,4,1,1,1,0,17,4,324,324,7,3,0,0,9,7,gml-2.0
1452,220,710,1956,0,1,0,1,0 Not applicable,1,-9 Missing,-9,0,0,0,0,7,15,3,4,0,0,1,1,15,4,91,120,5,3,0,0,6,9,gml-2.0
1452,220,713,1956,0,1,0,1,0 Not applicable,1,-9 Missing,-9,0,0,0,0,7,7,3,3,0,1,1,1,15,4,91,120,5,3,0,0,6,9,gml-2.0
1452,710,817,1956,1,0,1,1,1,1,-9,-9,0,0,0,0,15,7,4,3,0,1,1,1,15,4,91,120,5,3,0,0,6,9,gml-2.0
1452,710,840,1956,1,0,1,0,1,0,-9,-9,0,0,0,0,15,0,4,1,0,0,1,1,15,4,91,120,5,3,0,0,6,9,gml-2.0
1452,713,817,1956,1,0,1,1,1,1,-9,-9,0,0,0,0,7,7,3,3,1,1,1,1,15,4,91,120,5,3,0,0,6,9,gml-2.0
1452,713,840,1956,1,0,1,0,1,0,-9,-9,0,0,0,0,7,0,3,1,1,0,1,1,15,4,91,120,5,3,0,0,6,9,gml-2.0
1462,750,790,1968,1,0,1,1,1,1,-9,-9,0,0,0,0,15,0,4,1,1,1,1,1,15,4,53,53,7,1,0,0,10,12,gml-2.0
1463,750,790,1965,1,0,0,0,0,0,-9,-9,0,0,0,0,12,15,3,4,1,1,1,1,15,4,2,2,7,1,0,0,3,3,gml-2.0
1466,710,750,1962,0,1,1,1,2,2,-9,-9,0,0,0,0,1,11,2,3,1,1,1,1,17,4,191,191,5,3,0,-9,3,10,gml-2.0
1466,750,790,1962,1,0,1,0,2,0,-9,-9,0,0,0,0,11,16,3,4,1,1,1,1,17,4,191,191,5,3,0,-9,3,10,gml-2.0
1469,750,771,1976,0,1,1,1,1,1,-9,-9,1,1,-9,-9,17,17,4,4,1,1,1,1,17,4,1,1,5,3,1,-9,4,4,gml-2.0
1472,2,731,1975,1,0,0,1,0,3,-9,-9,0,1,0,-9,17,17,4,4,0,1,1,1,17,4,198,198,5,3,1,-9,2,9,gml-2.0
1472,731,732,1975,0,1,1,1,3,3,-9,-9,1,1,-9,-9,17,16,4,4,1,1,1,1,17,4,198,198,5,3,1,-9,2,9,gml-2.0
1477,255,380,1918,0,1,0,1,0,2,-9,-9,0,0,0,0,7,7,3,3,1,1,1,1,7,3,54,54,4,2,0,0,3,4,gml-2.0
1480,365,666,1970,0,1,0,0,0,0,-9,-9,2,6,-9,-9,17,20,4,5,0,1,1,1,20,5,1138,1138,5,1,6,-9,6,8,gml-2.0
1480,651,666,1967,0,1,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,1138,1138,5,1,6,-9,6,8,gml-2.0
1480,651,666,1968,0,1,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1138,1138,5,1,6,-9,6,8,gml-2.0
1480,651,666,1969,0,1,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1138,1138,5,1,6,-9,6,8,gml-2.0
1480,651,666,1970,0,1,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1138,1138,5,1,6,-9,6,8,gml-2.0
1481,260,395,1974,0,1,0,1,0,2,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,0,0,7,3,0,0,11,11,gml-2.0
1482,130,230,1866,0,1,0,1,0,4,-9,-9,0,4,0,-9,18,20,4,5,0,1,1,1,20,5,458,458,5,3,6,-9,2,5,gml-2.0
1482,135,230,1865,0,1,0,1,0,4,-9,-9,5,4,-9,-9,20,20,5,5,0,1,1,1,20,5,458,458,5,3,6,-9,2,5,gml-2.0
1482,135,230,1866,0,1,0,1,0,4,-9,-9,5,4,-9,-9,20,20,5,5,0,1,1,0,20,5,458,458,5,3,6,-9,2,5,gml-2.0
1482,145,230,1866,0,1,0,1,0,4,-9,-9,0,4,0,-9,18,20,4,5,0,1,1,1,20,5,458,458,5,3,6,-9,2,5,gml-2.0
1482,155,230,1865,0,1,0,1,0,4,-9,-9,2,4,-9,-9,20,20,5,5,1,1,1,1,20,5,458,458,5,3,6,-9,2,5,gml-2.0
1482,155,230,1866,0,1,0,1,0,4,-9,-9,2,4,-9,-9,20,20,5,5,1,1,1,0,20,5,458,458,5,3,6,-9,2,5,gml-2.0
1486,710,740,1884,0,1,0,1,0,2,-9,-9,1,1,-9,-9,17,17,4,4,1,1,1,1,17,4,135,135,5,1,0,0,12,4,gml-2.0
1486,710,740,1885,0,1,0,1,0,2,-9,-9,1,1,-9,-9,17,17,4,4,1,1,1,0,17,4,135,135,5,1,0,0,12,4,gml-2.0
1488,2,740,1885,1,0,0,1,0,2,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,1,60,5,3,0,0,10,11,gml-2.0
1488,200,740,1885,1,0,0,1,0,2,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,1,60,5,3,0,0,10,11,gml-2.0
1488,710,740,1885,1,0,0,1,0,2,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,1,60,5,3,0,0,10,11,gml-2.0
1489,710,740,1874,0,1,0,1,0,2,-9,-9,0,0,0,0,7,16,3,4,1,1,1,1,16,4,215,215,4,1,0,0,3,10,gml-2.0
1490,710,740,1894,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,316,316,1,2,6,-9,6,4,gml-2.0
1490,710,740,1895,0,1,0,1,0,3,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,316,316,1,2,6,-9,6,4,gml-2.0
1490,730,740,1894,0,1,0,1,0,3,-9,-9,2,6,-9,-9,17,20,4,5,1,1,1,1,20,5,316,316,1,2,6,-9,6,4,gml-2.0
1493,101,210,1849,1,0,0,0,0,0,-9,-9,0,0,0,0,15,7,4,3,1,1,1,1,15,4,-29,29,5,3,0,0,6,6,gml-2.0
1494,101,210,1854,1,0,1,1,1,1,-9,-9,0,0,0,0,14,0,4,1,1,1,1,1,14,4,182,182,1,2,0,0,12,6,gml-2.0
1494,101,210,1855,1,0,1,1,1,1,-9,-9,0,0,0,0,14,0,4,1,1,1,1,0,14,4,182,182,1,2,0,0,12,6,gml-2.0
1495,101,210,1856,0,1,1,1,1,1,-9,-9,0,0,0,0,0,7,1,3,1,1,1,1,7,3,0,0,4,3,0,0,3,3,gml-2.0
1497,101,210,1870,1,0,0,0,0,0,-9,-9,0,0,0,0,15,7,4,3,1,1,1,1,15,4,39,68,5,3,0,0,6,8,gml-2.0
1498,135,230,1846,1,0,0,1,0,3,-9,-9,0,0,0,0,8,0,3,1,1,1,1,1,8,3,30,30,4,3,0,0,11,12,gml-2.0
1498,155,230,1846,1,0,0,1,0,3,-9,-9,0,0,0,0,8,0,3,1,0,1,1,1,8,3,30,30,4,3,0,0,11,12,gml-2.0
1500,145,155,1857,0,1,0,1,0,1,-9,-9,0,0,0,0,0,14,1,4,1,1,1,1,14,4,184,184,1,2,0,0,8,2,gml-2.0
1500,145,155,1858,0,1,0,1,0,1,-9,-9,0,0,0,0,0,14,1,4,1,1,1,0,14,4,184,184,1,2,0,0,8,2,gml-2.0
1502,145,155,1863,0,1,0,1,0,1,-9,-9,0,0,0,0,4,15,2,4,1,1,1,1,7,3,310,340,5,3,0,0,1,12,gml-2.0
1503,135,155,1872,1,0,0,1,0,3,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,-30,30,5,3,0,0,8,8,gml-2.0
1506,100,135,1852,1,0,1,0,4,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,1,7,3,337,337,6,1,0,0,4,3,gml-2.0
1506,100,135,1853,1,0,1,0,4,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,0,7,3,337,337,6,1,0,0,4,3,gml-2.0
1506,100,155,1852,1,0,1,0,4,0,-9,-9,0,0,0,0,1,7,2,3,1,0,1,1,7,3,337,337,6,1,0,0,4,3,gml-2.0
1506,100,155,1853,1,0,1,0,4,0,-9,-9,0,0,0,0,1,7,2,3,1,0,1,0,7,3,337,337,6,1,0,0,4,3,gml-2.0
1507,155,160,1843,1,0,1,1,1,1,-9,-9,0,0,0,0,14,0,4,1,1,1,1,1,14,4,182,182,1,2,0,0,9,3,gml-2.0
1507,155,160,1844,1,0,1,1,1,1,-9,-9,0,0,0,0,14,0,4,1,1,1,1,0,14,4,182,182,1,2,0,0,9,3,gml-2.0
1508,155,160,1873,1,0,1,1,1,1,-9,-9,-9,-9,-9,-9,7,7,3,3,1,1,1,1,7,3,22,51,5,3,-9,-9,4,5,gml-2.0
1510,155,160,1878,1,0,1,1,1,1,-9,-9,0,0,0,0,15,10,4,3,1,1,1,1,15,4,52,52,6,1,0,0,10,12,gml-2.0
1511,155,160,1879,0,1,1,1,1,1,-9,-9,0,0,0,0,0,14,1,4,1,1,1,1,14,4,154,213,1,3,0,0,5,11,gml-2.0
1512,2,155,1891,1,0,0,0,0,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,1,1,2,-30,30,4,1,0,0,12,12,gml-2.0
1513,155,160,1897,1,0,1,1,1,1,-9,-9,0,0,0,0,11,7,3,3,1,1,1,1,11,3,367,397,3,1,0,0,10,11,gml-2.0
1513,155,160,1898,1,0,1,1,1,1,-9,-9,0,0,0,0,11,7,3,3,1,1,1,0,11,3,367,397,3,1,0,0,10,11,gml-2.0
1515,135,155,1884,0,1,0,1,0,2,-9,-9,0,0,0,0,0,8,1,3,1,1,1,1,3,2,3,3,4,2,0,0,3,3,gml-2.0
1517,155,200,1883,0,1,1,1,1,1,-9,-9,0,0,0,0,0,1,1,2,1,1,1,1,1,2,0,0,5,3,0,0,1,1,gml-2.0
1517,155,220,1883,0,1,1,1,1,1,-9,-9,0,0,0,0,0,1,1,2,1,1,1,1,1,2,0,0,5,3,0,0,1,1,gml-2.0
1517,155,325,1883,0,1,1,1,1,1,-9,-9,0,0,0,0,0,1,1,2,1,1,1,1,1,2,0,0,5,3,0,0,1,1,gml-2.0
1518,135,155,1879,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,1,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,135,155,1880,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,135,155,1881,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,135,155,1882,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,135,155,1883,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,0,1,1,0,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,145,155,1878,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,145,155,1879,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1518,145,155,1880,0,1,1,1,1,1,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1807,1807,1,2,6,-9,11,10,gml-2.0
1519,100,130,1863,1,0,1,0,3,0,-9,-9,4,5,-9,-9,20,20,5,5,1,1,1,1,20,5,121,151,1,1,6,-9,8,12,gml-2.0
1520,100,130,1862,1,0,1,1,3,3,-9,-9,2,2,-9,-9,17,17,4,4,1,1,1,1,17,4,42,42,1,2,2,-9,6,7,gml-2.0
1521,100,130,1857,0,1,0,1,0,1,-9,-9,0,0,0,0,0,16,1,4,1,1,1,1,16,4,-29,29,6,1,0,0,11,11,gml-2.0
1522,2,100,1856,1,0,0,1,0,2,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,1,2,108,108,4,3,0,0,6,10,gml-2.0
1524,2,100,1834,0,1,0,0,0,0,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,0,0,7,1,0,0,8,8,gml-2.0
1527,140,160,1872,1,0,1,1,1,1,-9,-9,0,0,0,0,1,10,2,3,1,1,1,1,10,3,242,242,6,1,0,0,3,11,gml-2.0
1528,140,160,1851,1,0,0,1,0,1,-9,-9,4,5,-9,-9,20,20,5,5,1,1,1,1,20,5,279,308,1,2,6,-9,4,2,gml-2.0
1528,140,160,1852,1,0,0,1,0,1,-9,-9,4,5,-9,-9,20,20,5,5,1,1,1,0,20,5,279,308,1,2,6,-9,4,2,gml-2.0
1529,2,41,1891,1,0,1,0,1,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,60,60,3,1,0,0,2,4,gml-2.0
1530,2,41,1888,0,1,0,0,0,0,-9,-9,0,0,0,0,7,15,3,4,1,1,1,1,15,4,65,65,7,2,0,0,10,12,gml-2.0
1531,2,41,1882,1,0,1,0,2,0,-9,-9,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,6,1,0,0,2,2,gml-2.0
1532,2,41,1869,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,-29,29,5,3,0,0,11,11,gml-2.0
1533,90,92,1876,1,0,1,0,3,0,-9,-9,5,5,-9,-9,20,20,5,5,1,1,1,1,20,5,63,63,1,2,6,-9,2,4,gml-2.0
1534,90,92,1890,1,0,1,0,3,0,-9,-9,1,1,-9,-9,17,17,4,4,1,1,1,1,17,4,43,43,4,1,2,-9,7,8,gml-2.0
1535,2,90,1885,0,1,0,1,0,2,-9,-9,0,5,0,-9,7,20,3,5,0,1,1,1,20,5,46,46,2,2,6,-9,2,4,gml-2.0
1535,70,90,1885,0,1,0,1,0,2,-9,-9,0,5,0,-9,10,20,3,5,0,1,1,1,20,5,46,46,2,2,6,-9,2,4,gml-2.0
1535,90,92,1885,1,0,1,0,2,0,-9,-9,5,3,-9,-9,20,20,5,5,1,1,1,1,20,5,46,46,2,2,6,-9,2,4,gml-2.0
1540,230,235,1840,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,7,7,3,3,1,1,1,1,7,3,0,0,4,1,0,0,12,12,gml-2.0
1540,230,235,1841,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,7,7,3,3,1,1,1,0,7,3,0,0,4,1,0,0,12,12,gml-2.0
1541,2,70,1893,0,1,0,0,0,0,-9,-9,0,0,0,0,7,15,3,4,1,1,1,1,15,4,11,40,5,1,0,0,9,10,gml-2.0
1542,2,70,1886,0,1,0,0,0,0,-9,-9,0,0,0,0,0,15,1,4,1,1,1,1,15,4,54,54,7,1,0,0,6,8,gml-2.0
1543,2,70,1880,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,-28,28,5,3,0,0,2,2,gml-2.0
1544,2,70,1876,0,1,1,0,2,0,-9,-9,-9,-9,-9,-9,17,15,4,4,1,1,1,1,17,4,423,423,5,3,0,-9,9,11,gml-2.0
1544,2,70,1877,0,1,1,0,2,0,-9,-9,-9,-9,-9,-9,17,15,4,4,1,1,1,0,17,4,423,423,5,3,0,-9,9,11,gml-2.0
1545,2,70,1875,0,1,1,0,2,0,-9,-9,0,0,0,0,17,17,4,4,1,1,1,1,17,4,97,97,5,1,0,0,3,7,gml-2.0
1547,2,70,1873,1,0,1,0,2,0,-9,-9,0,0,0,0,12,0,3,1,1,1,1,1,12,3,38,38,6,1,0,0,5,6,gml-2.0
1548,2,70,1859,1,0,0,0,0,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,12,3,46,46,6,1,0,0,11,1,gml-2.0
1548,2,70,1860,1,0,0,0,0,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,0,12,3,46,46,6,1,0,0,11,1,gml-2.0
1549,2,70,1860,1,0,1,0,3,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,1,1,17,4,14,14,1,3,1,1,3,3,gml-2.0
1550,2,70,1855,1,0,0,0,0,0,-9,-9,0,0,0,0,7,0,3,1,1,1,1,1,7,3,5,5,5,3,0,0,10,10,gml-2.0
1551,2,70,1850,1,0,1,0,2,0,-9,-9,0,0,0,0,3,0,2,1,1,1,1,1,3,2,56,85,3,1,0,0,11,1,gml-2.0
1551,2,70,1851,1,0,1,0,2,0,-9,-9,0,0,0,0,3,0,2,1,1,1,1,0,3,2,56,85,3,1,0,0,11,1,gml-2.0
1552,2,70,1843,1,0,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,1,20,5,1624,1624,1,2,6,-9,8,2,gml-2.0
1552,2,70,1844,1,0,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1624,1624,1,2,6,-9,8,2,gml-2.0
1552,2,70,1845,1,0,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1624,1624,1,2,6,-9,8,2,gml-2.0
1552,2,70,1846,1,0,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1624,1624,1,2,6,-9,8,2,gml-2.0
1552,2,70,1847,1,0,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1624,1624,1,2,6,-9,8,2,gml-2.0
1552,2,70,1848,1,0,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,1,0,20,5,1624,1624,1,2,6,-9,8,2,gml-2.0
